name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Evening Run,5039.5,1850,2021-08-05 19:58:32+00:00,12.2,Run,154.2,172.0,2.724,3.7,2021-08-05,19,Thursday,31,8,2021,5.0395,30.833333333333332,6.118331845090451,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5010.5,1882,2021-08-04 20:39:50+00:00,20.1,Run,155.8,167.0,2.662,4.4,2021-08-04,20,Wednesday,31,8,2021,5.0105,31.366666666666667,6.260186940757742,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5009.5,1722,2021-08-03 19:43:51+00:00,12.8,Run,151.7,183.0,2.909,4.5,2021-08-03,19,Tuesday,31,8,2021,5.0095,28.7,5.729114682104002,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5017.6,2158,2021-08-02 20:05:04+00:00,6.8,Run,121.7,141.0,2.325,5.0,2021-08-02,20,Monday,31,8,2021,5.017600000000001,35.96666666666667,7.168101615646258,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10015.4,3473,2021-07-29 19:43:45+00:00,15.2,Run,158.2,187.0,2.884,4.5,2021-07-29,19,Thursday,30,7,2021,10.0154,57.88333333333333,5.779433006503319,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,4042.9,1503,2021-07-26 20:29:43+00:00,5.3,Run,155.8,168.0,2.69,6.1,2021-07-26,20,Monday,30,7,2021,4.0429,25.05,6.196047391723762,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3013.6,896,2021-07-23 20:16:12+00:00,2.9,Run,131.1,146.0,3.363,4.3,2021-07-23,20,Friday,29,7,2021,3.0136,14.933333333333334,4.9553136890540666,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,2765.5,1207,2021-07-21 21:42:05+00:00,2.6,Run,132.5,140.0,2.291,4.2,2021-07-21,21,Wednesday,29,7,2021,2.7655,20.116666666666667,7.274151750738263,🚶 Recovery (> 6:30),🌙 Evening
NRC INTERVAL TRAINING,4065.3,1490,2021-07-20 20:19:18+00:00,3.2,Run,138.7,184.0,2.728,6.0,2021-07-20,20,Tuesday,29,7,2021,4.065300000000001,24.833333333333332,6.10861027066473,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,4367.2,2102,2021-07-18 20:26:40+00:00,15.1,Run,160.6,176.0,2.078,4.9,2021-07-18,20,Sunday,28,7,2021,4.3671999999999995,35.03333333333333,8.021920986749711,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5008.1,1663,2021-07-15 20:28:27+00:00,6.1,Run,158.0,178.0,3.011,4.3,2021-07-15,20,Thursday,28,7,2021,5.008100000000001,27.716666666666665,5.534367657727813,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3225.2,1476,2021-07-10 20:37:15+00:00,17.8,Run,135.5,176.0,2.185,3.3,2021-07-10,20,Saturday,27,7,2021,3.2251999999999996,24.6,7.627433957584027,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5305.0,1806,2021-07-04 20:05:52+00:00,5.0,Run,149.5,159.0,2.937,4.4,2021-07-04,20,Sunday,26,7,2021,5.305,30.1,5.673892554194157,🏃 Easy (5:30-6:30),🌙 Evening
Evening Ride,3483.8,1313,2021-07-01 18:09:41+00:00,20.6,Ride,109.8,139.0,2.653,8.1,2021-07-01,18,Thursday,26,7,2021,3.4838,21.883333333333333,6.281455116061006,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,3006.8,1039,2021-06-26 09:45:36+00:00,30.8,Run,153.4,174.0,2.894,5.2,2021-06-26,9,Saturday,25,6,2021,3.0068,17.316666666666666,5.759168107844441,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,4008.7,1379,2021-06-18 10:03:28+00:00,24.7,Run,130.0,151.0,2.907,4.0,2021-06-18,10,Friday,24,6,2021,4.0087,22.983333333333334,5.733363268224944,🏃 Easy (5:30-6:30),🌅 Morning
Afternoon Ride,2394.9,670,2021-05-26 13:26:33+00:00,17.1,Ride,109.1,147.0,3.574,11.6,2021-05-26,13,Wednesday,21,5,2021,2.3949000000000003,11.166666666666666,4.6626859854969585,⚡ Tempo (4:30-5:30),☀️ Afternoon
Night Run,1499.6,631,2021-05-21 21:14:40+00:00,10.3,Run,141.4,149.0,2.377,4.5,2021-05-21,21,Friday,20,5,2021,1.4995999999999998,10.516666666666667,7.01298123944163,🚶 Recovery (> 6:30),🌙 Evening
저녁 라이딩,2539.0,712,2021-05-12 18:20:11+00:00,20.5,Ride,,,3.566,7.1,2021-05-12,18,Wednesday,19,5,2021,2.539,11.866666666666667,4.673756071944335,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,5004.9,1661,2021-05-09 14:49:36+00:00,16.0,Run,159.2,191.0,3.013,4.9,2021-05-09,14,Sunday,18,5,2021,5.004899999999999,27.683333333333334,5.531246045542036,🏃 Easy (5:30-6:30),☀️ Afternoon
Night Run,5459.5,1958,2021-05-06 21:34:24+00:00,11.1,Run,148.8,167.0,2.788,4.1,2021-05-06,21,Thursday,18,5,2021,5.4595,32.63333333333333,5.977348353023781,🏃 Easy (5:30-6:30),🌙 Evening
Evening Ride,1502.2,321,2021-05-06 19:00:49+00:00,11.4,Ride,129.5,139.0,4.68,8.8,2021-05-06,19,Thursday,18,5,2021,1.5022,5.35,3.56144321661563,🔥 Speed (< 4:30),🌙 Evening
Afternoon Run,11009.9,3673,2021-05-05 16:14:31+00:00,7.9,Run,155.1,192.0,2.998,5.0,2021-05-05,16,Wednesday,18,5,2021,11.0099,61.21666666666667,5.5601473825072585,🏃 Easy (5:30-6:30),☀️ Afternoon
Morning Run,21121.1,7709,2021-05-02 08:11:14+00:00,74.4,Run,123.7,160.0,2.74,10.9,2021-05-02,8,Sunday,17,5,2021,21.1211,128.48333333333332,6.083174329619827,🏃 Easy (5:30-6:30),🌅 Morning
Afternoon Run,10046.6,3317,2021-04-18 14:58:05+00:00,11.7,Run,157.6,177.0,3.029,5.4,2021-04-18,14,Sunday,15,4,2021,10.0466,55.28333333333333,5.502690794232211,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5011.3,1726,2021-04-14 18:43:46+00:00,11.0,Run,163.7,178.0,2.903,4.0,2021-04-14,18,Wednesday,15,4,2021,5.0113,28.766666666666666,5.740360119463346,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,621.4,321,2021-04-10 18:38:51+00:00,0.0,Run,153.0,160.0,1.936,2.5,2021-04-10,18,Saturday,14,4,2021,0.6214,5.35,8.60959124557451,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,1328.3,624,2021-04-10 18:13:43+00:00,0.0,Run,155.6,164.0,2.129,5.7,2021-04-10,18,Saturday,14,4,2021,1.3283,10.4,7.829556576074682,🚶 Recovery (> 6:30),🌙 Evening
Lunch Run,5008.0,1586,2021-04-09 12:12:23+00:00,3.5,Run,155.7,190.0,3.158,5.3,2021-04-09,12,Friday,14,4,2021,5.008,26.433333333333334,5.278221512247072,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,4015.7,1348,2021-04-07 18:14:35+00:00,83.3,Run,157.2,172.0,2.979,5.7,2021-04-07,18,Wednesday,14,4,2021,4.0157,22.466666666666665,5.594707439964805,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5038.4,1668,2021-04-05 18:32:54+00:00,4.2,Run,149.7,159.0,3.021,4.5,2021-04-05,18,Monday,14,4,2021,5.038399999999999,27.8,5.517624642743729,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5014.0,1755,2021-03-31 18:51:45+00:00,37.3,Run,172.5,193.0,2.857,4.8,2021-03-31,18,Wednesday,13,3,2021,5.014,29.25,5.83366573593937,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5010.1,1677,2021-03-18 20:10:36+00:00,19.1,Run,153.6,172.0,2.988,5.8,2021-03-18,20,Thursday,11,3,2021,5.0101,27.95,5.578730963453823,🏃 Easy (5:30-6:30),🌙 Evening
을밀대Run,5350.9,1746,2021-03-05 18:13:21+00:00,39.6,Run,127.1,166.0,3.065,4.7,2021-03-05,18,Friday,9,3,2021,5.350899999999999,29.1,5.438337475938628,⚡ Tempo (4:30-5:30),🌙 Evening
당근마켓런,3425.6,1275,2021-02-27 10:39:08+00:00,8.9,Run,145.7,169.0,2.687,6.7,2021-02-27,10,Saturday,8,2,2021,3.4255999999999998,21.25,6.203292853806633,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5007.0,1699,2021-02-26 18:31:22+00:00,31.3,Run,144.3,156.0,2.947,4.3,2021-02-26,18,Friday,8,2,2021,5.007,28.316666666666666,5.65541575128154,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5004.3,1645,2021-02-25 11:50:15+00:00,24.5,Run,161.5,188.0,3.042,4.5,2021-02-25,11,Thursday,8,2,2021,5.0043,27.416666666666668,5.47862171865529,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,5012.8,1744,2021-02-22 18:50:56+00:00,48.1,Run,178.4,188.0,2.874,5.0,2021-02-22,18,Monday,8,2,2021,5.0128,29.066666666666666,5.798489200978827,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,7195.4,2576,2021-02-19 18:43:38+00:00,27.6,Run,180.6,190.0,2.793,5.6,2021-02-19,18,Friday,7,2,2021,7.195399999999999,42.93333333333333,5.966775069257211,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5009.4,1730,2021-02-15 18:32:42+00:00,15.2,Run,175.9,192.0,2.896,4.9,2021-02-15,18,Monday,7,2,2021,5.009399999999999,28.833333333333332,5.755845676794294,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,10013.0,3667,2021-01-31 08:21:04+00:00,0.0,Run,142.3,185.0,2.731,3.6,2021-01-31,8,Sunday,4,1,2021,10.013,61.11666666666667,6.103731815306768,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6663.4,2491,2021-01-25 19:36:56+00:00,0.0,Run,132.1,165.0,2.675,3.6,2021-01-25,19,Monday,4,1,2021,6.663399999999999,41.516666666666666,6.2305529709557685,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5004.0,1972,2020-12-27 12:33:01+00:00,116.4,Run,159.0,190.0,2.538,4.2,2020-12-27,12,Sunday,52,12,2020,5.004,32.86666666666667,6.568078870237144,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,5006.0,2123,2020-12-22 18:31:13+00:00,10.7,Run,131.1,143.0,2.358,4.3,2020-12-22,18,Tuesday,52,12,2020,5.006,35.38333333333333,7.068184844852843,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,5519.4,2176,2020-12-20 16:34:41+00:00,47.8,Run,150.1,191.0,2.536,4.7,2020-12-20,16,Sunday,51,12,2020,5.519399999999999,36.266666666666666,6.570762522496407,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,5010.7,2168,2020-12-19 18:03:43+00:00,80.2,Run,157.8,167.0,2.311,3.5,2020-12-19,18,Saturday,51,12,2020,5.0107,36.13333333333333,7.2112346245700865,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5404.9,2137,2020-12-18 18:15:23+00:00,13.2,Run,161.2,182.0,2.529,4.8,2020-12-18,18,Friday,51,12,2020,5.4049,35.61666666666667,6.589699470233801,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,2220.8,957,2020-12-12 17:21:55+00:00,18.9,Run,126.9,144.0,2.321,8.9,2020-12-12,17,Saturday,50,12,2020,2.2208,15.95,7.182096541786743,🚶 Recovery (> 6:30),☀️ Afternoon
Lunch Run,5002.8,1669,2020-12-10 11:02:27+00:00,31.2,Run,151.6,164.0,2.997,5.4,2020-12-10,11,Thursday,50,12,2020,5.002800000000001,27.816666666666666,5.560219610351536,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10012.3,3316,2020-10-28 19:42:01+00:00,11.5,Run,165.0,191.0,3.019,6.6,2020-10-28,19,Wednesday,44,10,2020,10.0123,55.266666666666666,5.51987721768891,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run Cool Down,730.2,303,2020-10-09 18:24:27+00:00,8.1,Run,163.1,169.0,2.41,3.5,2020-10-09,18,Friday,41,10,2020,0.7302000000000001,5.05,6.915913448370309,🚶 Recovery (> 6:30),🌙 Evening
Afternoon Run,5007.4,1373,2020-10-09 17:48:50+00:00,4.2,Run,150.2,170.0,3.647,4.7,2020-10-09,17,Friday,41,10,2020,5.0074,22.883333333333333,4.569903209915991,⚡ Tempo (4:30-5:30),☀️ Afternoon
Lunch Run,10014.0,3319,2020-10-04 11:49:11+00:00,16.6,Run,153.5,169.0,3.017,5.9,2020-10-04,11,Sunday,40,10,2020,10.014,55.31666666666667,5.523933160242328,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5015.0,1709,2020-09-29 18:08:39+00:00,31.6,Run,151.2,167.0,2.934,5.1,2020-09-29,18,Tuesday,40,9,2020,5.015,28.483333333333334,5.679627783316717,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10010.5,3636,2020-09-23 20:19:49+00:00,28.2,Run,156.4,184.0,2.753,5.0,2020-09-23,20,Wednesday,39,9,2020,10.0105,60.6,6.05364367414215,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10009.2,3147,2020-09-19 19:39:58+00:00,7.7,Run,156.9,189.0,3.181,4.5,2020-09-19,19,Saturday,38,9,2020,10.0092,52.45,5.240179035287536,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,5009.3,1686,2020-09-17 13:05:56+00:00,4.3,Run,129.6,152.0,2.971,4.9,2020-09-17,13,Thursday,38,9,2020,5.0093000000000005,28.1,5.6095662068552485,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,10012.5,3627,2020-09-15 19:35:12+00:00,14.0,Run,177.0,200.0,2.761,4.4,2020-09-15,19,Tuesday,38,9,2020,10.0125,60.45,6.0374531835206,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10010.8,3010,2020-09-13 17:48:59+00:00,36.3,Run,136.8,180.0,3.326,5.2,2020-09-13,17,Sunday,37,9,2020,10.0108,50.166666666666664,5.011254511793929,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,8021.1,2936,2020-09-11 20:46:05+00:00,4.6,Run,160.9,190.0,2.732,5.5,2020-09-11,20,Friday,37,9,2020,8.0211,48.93333333333333,6.100576396421105,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10023.6,3354,2020-09-06 13:20:37+00:00,34.2,Run,143.1,169.0,2.989,5.2,2020-09-06,13,Sunday,36,9,2020,10.0236,55.9,5.576838660760605,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,5013.1,1553,2020-09-03 19:15:26+00:00,15.9,Run,142.2,155.0,3.228,6.9,2020-09-03,19,Thursday,36,9,2020,5.0131000000000006,25.883333333333333,5.1631392418530115,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5108.1,1707,2020-08-31 19:22:45+00:00,19.0,Run,143.0,184.0,2.992,4.1,2020-08-31,19,Monday,36,8,2020,5.1081,28.45,5.569585560188719,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5008.9,1522,2020-08-27 20:38:27+00:00,11.0,Run,160.2,189.0,3.291,4.5,2020-08-27,20,Thursday,35,8,2020,5.0089,25.366666666666667,5.064318845787831,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5003.6,1645,2020-08-25 18:24:53+00:00,13.5,Run,147.8,168.0,3.042,4.6,2020-08-25,18,Tuesday,35,8,2020,5.0036000000000005,27.416666666666668,5.479388173848163,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,21124.6,8060,2020-08-22 07:17:51+00:00,33.5,Run,156.8,193.0,2.621,4.6,2020-08-22,7,Saturday,34,8,2020,21.124599999999997,134.33333333333334,6.359094767869373,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5030.5,1684,2020-08-18 19:48:10+00:00,34.6,Run,155.2,185.0,2.987,10.1,2020-08-18,19,Tuesday,34,8,2020,5.0305,28.066666666666666,5.5792996057383295,🏃 Easy (5:30-6:30),🌙 Evening
하루 늦은 광복절런 🇰🇷,8159.8,2533,2020-08-16 18:44:15+00:00,13.7,Run,174.2,206.0,3.221,5.2,2020-08-16,18,Sunday,33,8,2020,8.1598,42.21666666666667,5.173737918413033,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,3264.1,1102,2020-08-11 21:22:15+00:00,17.1,Run,132.9,146.0,2.962,4.4,2020-08-11,21,Tuesday,33,8,2020,3.2641,18.366666666666667,5.626870091806828,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5008.1,1645,2020-08-04 19:17:03+00:00,2.9,Run,135.5,147.0,3.044,4.2,2020-08-04,19,Tuesday,32,8,2020,5.008100000000001,27.416666666666668,5.474464700518493,⚡ Tempo (4:30-5:30),🌙 Evening
GIVE N RACE,11136.8,3160,2020-07-25 18:08:03+00:00,8.2,Run,160.5,198.0,3.524,6.6,2020-07-25,18,Saturday,30,7,2020,11.1368,52.666666666666664,4.729066398486699,⚡ Tempo (4:30-5:30),🌙 Evening
GOGORun,8076.0,2527,2020-07-22 20:20:13+00:00,7.3,Run,177.2,196.0,3.196,6.1,2020-07-22,20,Wednesday,30,7,2020,8.076,42.11666666666667,5.215040449067195,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,5006.5,1521,2020-07-20 21:26:07+00:00,11.1,Run,131.2,141.0,3.292,4.7,2020-07-20,21,Monday,30,7,2020,5.0065,25.35,5.063417557175672,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,4250.4,1788,2020-07-18 18:24:18+00:00,34.3,Run,110.2,129.0,2.377,5.4,2020-07-18,18,Saturday,29,7,2020,4.2504,29.8,7.011104837191794,🚶 Recovery (> 6:30),🌙 Evening
GOGO Run,5928.8,2291,2020-07-15 20:18:05+00:00,58.6,Run,142.5,180.0,2.588,5.8,2020-07-15,20,Wednesday,29,7,2020,5.9288,38.18333333333333,6.440313947735348,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5012.7,1725,2020-07-14 20:45:15+00:00,24.5,Run,122.5,160.0,2.906,4.3,2020-07-14,20,Tuesday,29,7,2020,5.0127,28.75,5.735432002713109,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,3567.9,1203,2020-07-10 16:38:55+00:00,0.0,Run,168.2,183.0,2.966,11.1,2020-07-10,16,Friday,28,7,2020,3.5679000000000003,20.05,5.6195521174920815,🏃 Easy (5:30-6:30),☀️ Afternoon
Build up,5042.6,1489,2020-07-08 21:37:59+00:00,3.0,Run,150.6,172.0,3.387,4.6,2020-07-08,21,Wednesday,28,7,2020,5.0426,24.816666666666666,4.921402979944208,⚡ Tempo (4:30-5:30),🌙 Evening
LONGEST RUN,12702.4,3955,2020-07-05 07:14:40+00:00,43.0,Run,139.6,175.0,3.212,5.1,2020-07-05,7,Sunday,27,7,2020,12.702399999999999,65.91666666666667,5.189308057270018,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,1486.0,454,2020-07-01 20:54:03+00:00,13.2,Run,,,3.273,5.3,2020-07-01,20,Wednesday,27,7,2020,1.486,7.566666666666666,5.091969493046209,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6011.5,1866,2020-07-01 20:16:25+00:00,52.9,Run,161.2,193.0,3.222,5.6,2020-07-01,20,Wednesday,27,7,2020,6.0115,31.1,5.1734176162355485,⚡ Tempo (4:30-5:30),🌙 Evening
GoGoRUN,5256.0,1605,2020-06-17 20:32:16+00:00,26.7,Run,131.2,164.0,3.275,4.8,2020-06-17,20,Wednesday,25,6,2020,5.256,26.75,5.089421613394216,⚡ Tempo (4:30-5:30),🌙 Evening
GOGORUN,5300.4,1703,2020-06-10 20:19:25+00:00,26.5,Run,121.3,141.0,3.112,4.9,2020-06-10,20,Wednesday,24,6,2020,5.3004,28.383333333333333,5.354941765401353,⚡ Tempo (4:30-5:30),🌙 Evening
용평리조트 Run,5007.9,1604,2020-06-07 08:57:03+00:00,84.3,Run,137.0,169.0,3.122,4.1,2020-06-07,8,Sunday,23,6,2020,5.007899999999999,26.733333333333334,5.338232259696348,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,10009.8,3478,2020-06-03 20:14:15+00:00,22.4,Run,127.2,166.0,2.878,5.9,2020-06-03,20,Wednesday,23,6,2020,10.009799999999998,57.96666666666667,5.790991495001566,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10014.7,2941,2020-06-01 20:06:17+00:00,5.6,Run,161.1,185.0,3.405,4.3,2020-06-01,20,Monday,23,6,2020,10.014700000000001,49.016666666666666,4.894471793130764,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6960.6,2204,2020-05-25 20:22:20+00:00,11.1,Run,159.9,178.0,3.158,7.2,2020-05-25,20,Monday,22,5,2020,6.9606,36.733333333333334,5.277322836153972,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,8011.6,2320,2020-05-24 20:01:44+00:00,10.8,Run,139.4,175.0,3.453,10.2,2020-05-24,20,Sunday,21,5,2020,8.0116,38.666666666666664,4.826335147369647,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,5011.2,1489,2020-05-19 21:18:31+00:00,5.8,Run,153.1,174.0,3.365,4.2,2020-05-19,21,Tuesday,21,5,2020,5.0112,24.816666666666666,4.952240315027671,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,2453.4,670,2020-05-16 21:07:49+00:00,6.9,Run,,,3.662,5.8,2020-05-16,21,Saturday,20,5,2020,2.4534000000000002,11.166666666666666,4.551506752533898,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6808.0,1929,2020-05-13 19:29:56+00:00,4.0,Run,157.6,169.0,3.529,4.6,2020-05-13,19,Wednesday,20,5,2020,6.808,32.15,4.722385428907168,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5014.7,1446,2020-05-10 20:23:50+00:00,8.0,Run,165.8,189.0,3.468,4.4,2020-05-10,20,Sunday,19,5,2020,5.0146999999999995,24.1,4.8058707400243295,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,10001.2,2795,2020-05-05 16:03:24+00:00,0.0,Run,176.9,204.0,3.578,4.2,2020-05-05,16,Tuesday,19,5,2020,10.0012,46.583333333333336,4.657774400405285,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,10008.5,3112,2020-05-02 20:15:18+00:00,8.8,Run,125.5,182.0,3.216,4.6,2020-05-02,20,Saturday,18,5,2020,10.0085,51.86666666666667,5.18226174418411,⚡ Tempo (4:30-5:30),🌙 Evening
고고런,7221.7,2039,2020-04-29 20:21:01+00:00,50.0,Run,138.5,167.0,3.542,10.3,2020-04-29,20,Wednesday,18,4,2020,7.2217,33.983333333333334,4.705724875490997,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6010.0,2054,2020-04-27 20:17:19+00:00,4.3,Run,114.0,171.0,2.926,6.5,2020-04-27,20,Monday,18,4,2020,6.01,34.233333333333334,5.696062118691071,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,10002.0,2867,2020-04-24 11:52:49+00:00,12.3,Run,135.9,143.0,3.489,4.8,2020-04-24,11,Friday,17,4,2020,10.002,47.78333333333333,4.77737785776178,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6609.1,2207,2020-04-22 19:14:07+00:00,6.8,Run,138.7,154.0,2.995,4.6,2020-04-22,19,Wednesday,17,4,2020,6.609100000000001,36.78333333333333,5.56555859849803,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,10010.9,2863,2020-04-20 11:43:49+00:00,13.0,Run,161.3,193.0,3.497,5.9,2020-04-20,11,Monday,17,4,2020,10.0109,47.71666666666667,4.766471213044449,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6030.8,1846,2020-04-18 19:34:06+00:00,4.3,Run,151.7,180.0,3.267,4.9,2020-04-18,19,Saturday,16,4,2020,6.0308,30.766666666666666,5.1015896177400455,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6494.2,1846,2020-04-15 18:17:16+00:00,5.8,Run,,,3.518,4.4,2020-04-15,18,Wednesday,16,4,2020,6.4942,30.766666666666666,4.7375606951844205,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,5012.7,1356,2020-04-13 11:57:24+00:00,2.9,Run,,,3.697,5.1,2020-04-13,11,Monday,16,4,2020,5.0127,22.6,4.5085482873501315,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,9989.1,3568,2020-04-10 20:10:17+00:00,8.7,Run,,,2.8,4.0,2020-04-10,20,Friday,15,4,2020,9.9891,59.46666666666667,5.953155606277509,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6058.4,1855,2020-04-08 20:08:36+00:00,119.5,Run,,,3.266,4.2,2020-04-08,20,Wednesday,15,4,2020,6.0584,30.916666666666668,5.103107531141336,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,9215.1,3285,2020-04-07 20:21:17+00:00,8.6,Run,,,2.805,4.3,2020-04-07,20,Tuesday,15,4,2020,9.2151,54.75,5.941335416870137,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,5215.1,1969,2020-04-05 17:29:06+00:00,91.4,Run,,,2.649,6.9,2020-04-05,17,Sunday,14,4,2020,5.2151000000000005,32.81666666666667,6.29262462209098,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,8703.9,3238,2020-04-03 20:15:32+00:00,39.6,Run,,,2.688,5.6,2020-04-03,20,Friday,14,4,2020,8.703899999999999,53.96666666666667,6.200285695684311,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,1009.6,411,2020-04-02 12:41:26+00:00,0.0,Run,,,2.456,3.1,2020-04-02,12,Thursday,14,4,2020,1.0096,6.85,6.784865293185419,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,6845.9,2493,2020-04-01 19:53:25+00:00,26.2,Run,,,2.746,6.8,2020-04-01,19,Wednesday,14,4,2020,6.845899999999999,41.55,6.06932616602638,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10102.2,3728,2020-03-31 20:26:33+00:00,13.1,Run,,,2.71,5.0,2020-03-31,20,Tuesday,14,3,2020,10.1022,62.13333333333333,6.1504754739891645,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,8256.9,3096,2020-03-27 20:42:35+00:00,15.2,Run,,,2.667,7.1,2020-03-27,20,Friday,13,3,2020,8.2569,51.6,6.24931875158958,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,8569.6,3169,2020-03-25 20:10:27+00:00,14.3,Run,,,2.704,13.1,2020-03-25,20,Wednesday,13,3,2020,8.569600000000001,52.81666666666667,6.16325927308937,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6689.4,2559,2020-03-23 20:23:48+00:00,4.3,Run,,,2.614,4.3,2020-03-23,20,Monday,13,3,2020,6.6894,42.65,6.375758662959308,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,3783.8,1046,2020-03-20 17:47:45+00:00,10.6,Run,,,3.617,5.8,2020-03-20,17,Friday,12,3,2020,3.7838000000000003,17.433333333333334,4.60736120654721,⚡ Tempo (4:30-5:30),☀️ Afternoon
Lunch Run,10094.8,2953,2020-03-18 11:50:40+00:00,12.9,Run,,,3.418,6.5,2020-03-18,11,Wednesday,12,3,2020,10.0948,49.21666666666667,4.8754474250769375,⚡ Tempo (4:30-5:30),🌅 Morning
